,x,y,area,perimetro,largox,largoy,m0,m1,m2,m3,m4,m5,m6,r,g,b,pr,pg,pb,clase
13085,49,50,6759.0,319.56348848342896,3630187,3294948,0.16026329931292252,0.00011090034331115443,4.69258104080163e-05,5.292888736201228e-08,8.268838314863234e-14,5.56745476928184e-10,-1.0987348668620921e-14,1148460,915256,937462,114,91,93,Plum
13086,49,48,7382.0,324.39191603660583,4760842,5126861,0.1594903285621184,7.221872675757258e-05,4.844781294127283e-06,6.087042539931736e-09,9.29439748444254e-16,4.520296808053044e-11,4.783536770566901e-16,1021836,819098,832841,102,81,83,Plum
13087,49,49,7498.5,327.8061298131943,4880026,4880026,0.15940073791873624,1.2520803866881903e-05,4.357891429434758e-06,4.745214822707248e-09,2.85496677580054e-16,1.6683683650911262e-11,-6.197781518506406e-16,964228,813093,827388,96,81,82,Plum
13088,49,50,6656.5,314.14927542209625,3477525,3147656,0.16032771302092907,0.00013546211717215434,4.5425000988512216e-05,8.886517312992527e-08,1.3114339685185682e-13,8.139571018001076e-10,-1.211582048383671e-13,1166467,941587,962627,116,94,96,Plum
13089,50,48,7753.0,332.73506236076355,5034059,5817427,0.15939419678978406,2.465653467411e-06,3.18518894916082e-06,6.849648541993321e-09,-9.895407267368425e-16,7.938075229427938e-12,2.1078951493196808e-16,911792,776517,794160,91,77,79,Plum
13090,48,49,6710.5,308.9777019023895,4206343,3882080,0.16086213926459375,0.0004617394078652823,2.1478863046340733e-05,1.325739946873886e-07,2.1874533797990802e-13,2.7264614408953245e-09,-4.688741619467204e-14,1177031,951677,965227,117,95,96,Plum
13091,48,51,7075.5,317.6639943122864,3851941,2820877,0.1603342062611537,0.0002287483039576295,3.4049222151994546e-05,3.319723314612461e-08,3.501104573931737e-14,5.017840707773393e-10,4.463736576585498e-15,1076751,910703,940479,107,91,94,Plum
13092,52,50,7241.0,323.4213538169861,4731685,5492189,0.1607468595323554,0.00016383743091309103,7.492527386536438e-05,5.763480464911253e-09,-2.5856527932616925e-15,2.530482214982403e-12,-2.7674561925093816e-15,1079533,928835,950957,107,92,95,Plum
13093,52,49,7185.0,319.42135310173035,4724503,5854726,0.16071798205433582,0.000277953013615081,5.113386892909468e-05,6.780569656070148e-08,7.566762262505797e-14,9.22455911228429e-10,-1.0106979735826702e-13,1091910,941661,961655,109,94,96,Plum
13094,51,49,6933.0,325.56348967552185,3754447,4464317,0.16082224348244684,0.00024884491787484993,4.796122098155754e-05,2.0179851051093267e-08,-1.001144177035304e-14,-3.155393448409587e-10,-1.714366396443886e-14,1133124,962698,996121,113,96,99,Plum
13095,50,49,7084.5,316.63455736637115,4602037,4960768,0.15999985246641554,0.0002167085693398489,1.1621593329144435e-05,3.056548831662767e-08,1.6294512868175052e-14,4.123363503892757e-10,-8.145704614162892e-15,1119257,970768,987463,111,97,98,Plum
13096,50,49,6998.5,326.97770261764526,4156548,4513136,0.16053080937677608,0.00021550273933599668,3.647472962265394e-05,3.1523957598562206e-08,6.863904613713685e-15,-3.0288589521909687e-10,-3.309893662841796e-14,1123444,943481,973406,112,94,97,Plum
13097,50,49,7518.0,326.3919154405594,4641394,5017418,0.15939358504041942,3.2013331884384924e-05,4.387829151641849e-06,3.979411035168425e-09,5.104751854420316e-16,1.7547972186559187e-11,1.2618269085015697e-16,974936,794512,809106,97,79,80,Plum
13098,50,50,7284.5,320.9777021408081,4650608,4650608,0.15960135167642725,0.00010202207691746535,7.010511097364346e-06,8.281426516533307e-09,1.4814845205419886e-15,6.258677111653643e-11,-1.3367394952299695e-15,1087466,927664,942912,108,92,94,Plum
13099,49,51,6887.5,315.32084822654724,3717609,3033172,0.16029400791555232,0.00018150826060439444,4.34433966561839e-05,7.053094911610602e-08,9.416718323343164e-14,7.944823231252519e-10,-7.984534208435233e-14,1122798,916503,936141,112,91,93,Plum
13100,52,49,7487.5,333.4629839658737,4794990,5973151,0.15985920752272625,2.679313158845048e-05,2.6261866817365185e-05,8.842475986428079e-09,-4.225541777505184e-15,4.3498966056683355e-11,5.49480793943783e-16,965201,839359,862761,96,83,86,Plum
13101,49,51,6768.0,316.73506224155426,3625332,2953578,0.16022082009394728,0.00012460462426155315,4.343114569269862e-05,5.831486419173536e-08,5.178843194846334e-14,4.428864243869893e-10,-7.701073812821819e-14,1142271,925744,944382,114,92,94,Plum
13102,51,49,7981.5,334.49242174625397,5226224,6043294,0.15945739052399932,5.986475308648156e-06,6.961052445583009e-06,6.258582613434179e-09,-1.0868496330564993e-15,1.3173196671678522e-11,7.247374980646819e-16,861810,726559,750572,86,72,75,Plum
13103,48,49,6790.5,310.149276137352,4262651,3934812,0.1607303855160796,0.0004203977891920963,2.205050316645411e-05,1.2256539092473287e-07,2.0132519757168933e-13,2.51273725289321e-09,8.233718825213357e-15,1165684,936426,951991,116,93,95,Plum
13104,52,49,7050.0,317.0782082080841,4443864,5546220,0.16059189999678544,0.0003008303471330756,3.860936232796702e-05,8.690762881282609e-08,1.4397678051702194e-13,1.4620778907150409e-09,-6.792769292977558e-14,1118874,969330,988065,111,96,98,Plum
13105,51,49,7043.5,318.1492748260498,4481931,5204010,0.16041448974710532,0.00029996927618613904,2.5941682984580036e-05,8.455161107833013e-08,1.1313044024044919e-13,1.3941227266170583e-09,-5.3685607016205284e-14,1120979,973868,991638,112,97,99,Plum
13106,48,51,6912.5,312.14927542209625,3767145,2752944,0.16065492945771662,0.0004045910428464602,1.060863954555329e-05,7.173307428101554e-08,4.418887198590696e-14,9.962433463249543e-10,-4.430712425318405e-14,1124147,1010534,1048761,112,101,104,Plum
13107,49,48,7368.0,324.39191567897797,4691543,5056425,0.1594462624569319,5.594624207659585e-05,4.438410400659437e-06,4.732664172348115e-09,6.230935133912646e-16,3.064782385825297e-11,2.867718754162979e-16,1019230,827946,841367,101,82,84,Plum
13108,49,50,7098.0,317.9066358804703,3819254,3468590,0.1603706484918097,0.0003312102149169113,7.703305295825157e-06,3.382519272459176e-08,1.4573599138431896e-14,5.285405487547521e-10,-9.259314296673552e-15,1095692,965912,1006175,109,96,100,Plum
13109,49,49,7505.0,327.2203434705734,4930574,4930574,0.159382205370863,2.0491356879762285e-05,4.37434917529217e-06,3.912507332672507e-09,5.011370123949703e-16,1.5686428183896227e-11,-1.0415474718582121e-16,972049,803300,817831,97,80,81,Plum
13110,49,50,6760.0,317.5634903907776,3569297,3237320,0.16005557680244717,7.181830283500349e-05,3.7518383649266e-05,4.876610423054637e-09,-2.0603064648335338e-15,-4.0272530060476745e-11,3.2592896064851485e-16,1147059,919247,943667,114,91,94,Plum
13111,48,50,6759.0,317.0782071352005,3668294,3011500,0.1601353573212616,8.215194647330039e-05,4.1617663638929764e-05,1.3355127254716554e-08,8.602297649920002e-15,8.341194388067034e-11,5.013410298571417e-15,1146880,915075,937487,114,91,93,Plum
13112,49,49,7491.0,330.04876947402954,4562648,4562648,0.15988750111331756,8.457739417231652e-06,2.3728916688808158e-05,9.48700610123205e-08,-1.4162760938343857e-13,-2.309297776641857e-10,-1.424196899656861e-14,1030893,787259,803161,103,78,80,Plum
13113,49,49,6774.5,317.320848941803,3683923,3683923,0.15994647969611275,0.00014004076128923686,1.3068564059513669e-05,5.281308977910003e-09,-1.3776789716393957e-15,-6.034502480967524e-11,1.6461340560575643e-16,1142207,923604,947216,114,92,94,Plum
13114,49,49,7472.5,329.46298384666443,4606199,4606199,0.15966915648719493,7.865939004662878e-06,1.6378898802295606e-05,4.165517671464834e-08,-3.1664782664531016e-14,-6.422908933858108e-11,-1.3460230806952575e-14,1046306,813646,826956,104,81,82,Plum
13115,49,48,6734.0,314.3919154405594,3570163,3902435,0.16016946853774253,0.0002670515486503386,4.465705670775734e-06,8.787429828485797e-09,-1.0773672860640382e-15,-8.290961894402192e-11,1.3673004479851803e-15,1153522,942483,964989,115,94,96,Plum
13116,48,49,6715.0,308.39191806316376,4205784,3881412,0.16084276402381487,0.00045889521378354817,2.0626525171511146e-05,1.243157961274459e-07,1.9361480967985566e-13,2.529787329645376e-09,-4.627706515381589e-14,1177368,950234,965853,117,95,96,Plum
13117,50,48,7749.5,333.32084810733795,5023345,5806162,0.15938031831497507,2.502291511099575e-06,2.85153021206829e-06,5.5818821648822874e-09,-6.964276568324737e-16,6.3448511144930596e-12,1.0448947179249095e-16,913465,775123,795104,91,77,79,Plum
13118,49,50,6649.0,313.90663516521454,3444663,3115711,0.1602994752172714,0.00013288684977481562,4.424508369197152e-05,8.963217804963333e-08,1.4591204423980114e-13,8.779310942224024e-10,-1.0281288627125737e-13,1165912,941855,961297,116,94,96,Plum
13119,49,49,7658.0,330.39191603660583,5068200,5068200,0.1592910785119127,1.4336406909966933e-05,3.174586570637797e-07,3.2540735050183647e-10,-3.301577635512925e-18,-6.215746530279821e-13,-1.9589350919080785e-19,1032405,851346,864306,103,85,86,Plum
13120,50,48,7735.0,333.56348872184753,5007084,5788065,0.1593464474177925,4.404874369023928e-06,2.2621370247579924e-06,2.621061964494422e-09,-1.8105554329473495e-16,4.5505530788935504e-12,-8.917567280367056e-17,920981,773906,791177,92,77,79,Plum
13121,50,48,7715.5,332.14927554130554,4958832,5737087,0.15932609863980574,5.898629844932945e-06,2.3941513499526972e-06,2.039214658356257e-09,-2.689936635899242e-17,4.412008575547596e-12,-1.3992319106022593e-16,929612,769738,787465,92,76,78,Plum
13122,49,50,6767.0,318.7350617647171,3611883,3276620,0.16024083722006582,0.00011855849985583421,4.445398681505271e-05,5.287850214841235e-08,7.988760817868751e-14,5.752851645303399e-10,-1.3810711350596536e-14,1149098,915658,936658,114,91,93,Plum
13123,52,49,7180.0,320.24978041648865,4734043,5864542,0.160694691885014,0.0002742371989991126,4.85386792225509e-05,5.757359518087121e-08,4.812171431715911e-14,7.26516749688649e-10,-8.335127975721531e-14,1096270,943121,965647,109,94,96,Plum
13124,52,50,7233.5,322.4924216270447,4719003,5478635,0.1607617907509646,0.00016177527300255057,7.645657548531766e-05,3.5137846386884996e-09,-7.840948481402646e-16,1.1178611242390205e-11,-1.643823432612273e-15,1078057,929272,953255,107,92,95,Plum
13125,49,51,7075.5,318.8355667591095,3831715,3131246,0.16035438775721608,0.00022570020876019117,3.635536112751355e-05,3.3681426835198765e-08,3.672862938875082e-14,5.04967992085016e-10,6.334685286363241e-15,1074388,909878,936738,107,90,93,Plum
13126,50,50,7301.0,320.39191567897797,4689834,4689834,0.1596504059046236,0.0001144461367643953,7.950573915224342e-06,1.0537103341150391e-08,2.5495671997397783e-15,9.575249319288688e-11,-1.6737396124853143e-15,1083734,923979,941465,108,92,94,Plum
13127,49,49,7004.0,326.39191603660583,4160416,4160416,0.16061886000895154,0.00023517341227749858,4.0143162757066415e-05,3.575911755652595e-08,-8.517444374807806e-15,-4.6324866908892254e-10,-4.198842015789416e-14,1121351,943955,972081,112,94,97,Plum
13128,50,49,7096.0,317.220343708992,4635709,4995276,0.1600273914056204,0.00022276056324239176,1.2515724120214379e-05,3.257317489794548e-08,1.9020650558704527e-14,4.549257806981391e-10,-8.41218112913631e-15,1117993,967806,986835,111,96,98,Plum
13129,50,49,6912.0,324.73506212234497,3716867,4063609,0.16083592315130296,0.00023941568792656175,5.175081760340308e-05,1.891502086079121e-08,-1.2329510400852413e-14,-2.92611609992656e-10,-1.4078371671893146e-14,1134097,966183,997256,113,96,99,Plum
13130,51,49,7038.5,316.9777034521103,4468641,5189883,0.16041840137464944,0.000299797775963244,2.6453344836645376e-05,9.054014058136184e-08,1.2372148124680553e-13,1.4684066145633322e-09,-6.577828365769024e-14,1121861,972581,992654,112,97,99,Plum
13131,49,50,6764.0,316.73506236076355,3585794,3251424,0.1601879558951162,0.00010645873196861504,4.400812289674472e-05,4.378258794442539e-08,5.877546780217041e-14,4.516938624756588e-10,-1.5457558468549244e-14,1147585,915448,938151,114,91,93,Plum
13132,52,49,7052.0,317.0782080888748,4448222,5551023,0.1605928312319017,0.0002994246260542517,3.8963131115271926e-05,8.715514973522087e-08,1.4174870154362374e-13,1.4465410294310384e-09,-7.551262016714741e-14,1121692,970409,992109,112,97,99,Plum
13133,48,51,6909.0,312.7350628376007,3741034,2728558,0.1606704104895143,0.00041780308600979305,8.971464379013165e-06,6.112404448922135e-08,3.276979216513455e-14,9.101972157580652e-10,-3.12240423562346e-14,1122940,1009679,1046583,112,100,104,Plum
13134,48,49,6779.5,310.14927542209625,4247360,3919965,0.16071028516494545,0.00041192579255132654,2.247954417860885e-05,1.244469475531399e-07,2.0771194832347705e-13,2.523781692818451e-09,1.3450414582813911e-14,1165707,939625,952952,116,93,95,Plum
13135,51,49,7802.5,333.32084906101227,5232815,6040352,0.1595026045765976,7.4356106095929225e-06,7.694035754105376e-06,5.220766818205231e-09,-8.94454104589533e-16,1.1953425212124025e-11,5.429623113790863e-16,899047,769418,790089,89,76,79,Plum
13136,49,51,6800.5,315.32084822654724,3726860,3049097,0.16023173597667723,0.00012765564256667138,4.628768564002712e-05,7.022875513598476e-08,7.095744414688046e-14,5.256164984188622e-10,-1.0487076871582093e-13,1139275,920853,942434,113,92,94,Plum
13137,52,49,7497.0,331.2203440666199,4793852,5971870,0.15991146385195487,3.196020839258311e-05,2.8362653432732795e-05,8.925706960742019e-09,-4.399331112294598e-15,4.755403168495001e-11,9.024623772900577e-16,962820,837244,858871,96,83,85,Plum
13138,49,51,6757.0,315.07820761203766,3479042,2811893,0.16024610574973894,0.00017469401116441247,4.0108404703424747e-05,5.669292095955077e-08,6.512272730284251e-14,6.392844430506957e-10,-5.5384323777513574e-14,1150519,951051,971725,115,95,97,Plum
13139,49,49,7509.0,326.3919163942337,4943736,4943736,0.15938494340544998,2.2886405337531332e-05,4.578565149141486e-06,3.927772448090838e-09,5.168388699326868e-16,1.6600810661296887e-11,-1.0157323931105326e-16,974806,801153,818120,97,80,81,Plum
13140,49,48,7371.5,323.80613017082214,4712207,5077392,0.15946386923347863,6.259322113985282e-05,5.28724079279264e-06,5.858412326726671e-09,8.99695405328181e-16,3.992476676500639e-11,5.036222697528228e-16,1021767,825118,841339,102,82,84,Plum
13141,48,50,6754.5,315.66399359703064,3672610,3015904,0.16013942625904842,8.382371039649222e-05,4.318495999598408e-05,1.475075081703183e-08,1.1106452218962511e-14,1.0122011826242068e-10,3.905181666587541e-15,1145576,915188,937154,114,91,93,Plum
13142,51,49,7962.0,335.9066354036331,5184447,5999672,0.1594401589247525,2.8593799775580285e-06,5.531797008167261e-06,9.891955039758367e-09,-2.004622811719444e-15,1.525893690311243e-11,1.1558156755172633e-15,864246,729719,750247,86,72,75,Plum
13143,49,49,6748.0,317.9066354036331,3578371,3578371,0.16006952590429863,7.579685062027836e-05,3.725197445903752e-05,5.536456240679582e-09,-2.501131770303291e-15,-4.819156480953544e-11,-2.572944107754446e-16,1146869,921476,944181,114,92,94,Plum
13144,49,50,7628.5,330.6345566511154,4655486,4280755,0.15955579921125668,8.220570917995684e-06,1.2436563541606054e-05,2.686520014448409e-08,-1.3398587458307177e-14,-3.83764991183115e-11,-7.849752804909624e-15,1024335,794874,806361,102,79,80,Plum
13145,49,49,6794.0,316.7350618839264,3741242,3741242,0.15996711170400602,0.00014935176560585518,1.1905182542693186e-05,6.653691029840726e-09,-1.833592228641543e-15,-8.127179449164173e-11,-3.80583918934693e-16,1143362,924404,949668,114,92,94,Plum
13146,49,50,7641.0,331.22034418582916,4951110,4569906,0.15970148064426817,1.0610308362091041e-05,1.5651469943497487e-05,5.5863116832521975e-08,-4.9002422020995904e-14,-1.2423023653016916e-10,-1.8091558693313245e-14,1003365,763349,775965,100,76,77,Plum
13147,50,49,6860.5,318.49242198467255,3664413,4008071,0.16000163559507868,8.913007697987507e-05,2.6698824045966443e-05,4.977502544512124e-09,5.182132959796496e-16,-1.7060000333950453e-11,-1.7389540561864685e-15,1123393,897645,920840,112,89,92,Plum
13148,48,49,6722.0,308.3919166326523,4199009,3874642,0.1608572940996501,0.00046017253429172714,2.1549471339697117e-05,1.3154991049952355e-07,2.1596057927273054e-13,2.688567248186528e-09,-4.918183986068038e-14,1176181,950510,964454,117,95,96,Plum
13149,48,50,6816.5,310.9777030944824,4281640,3624589,0.16080671402066293,0.00043735323070425065,2.384643269316727e-05,1.401420483918877e-07,2.557077136028465e-13,2.930510351941716e-09,1.5733871129852163e-14,1156883,927920,942717,115,92,94,Plum
13150,48,49,7140.0,319.22034299373627,4643094,4294489,0.15977503028789436,0.00014778800063108916,1.0544741472797352e-05,2.240342416914258e-08,1.0882985481536845e-14,2.72017733345473e-10,3.630520802845073e-16,1086809,869936,882362,108,86,88,Plum
13151,48,49,6937.0,314.3919155597687,4484320,4146005,0.16017592955402413,0.0002583538281950769,1.658611130455393e-05,5.942375070890101e-08,5.804027732126758e-14,9.490768852723218e-10,1.0568392242629045e-14,1137618,912083,924707,113,91,92,Plum
13152,49,51,6736.0,312.87719798088074,3541497,2875528,0.16042959589488898,0.00016568479100586075,2.991221071581039e-05,4.656996375567794e-08,5.392236369696029e-14,3.7443973435856425e-10,-1.0653000419931764e-14,1132216,1037012,1071337,113,103,107,Plum
13153,49,50,6783.5,318.49242210388184,3764823,3425986,0.16022910488298592,0.00011349804153105052,4.239047084884014e-05,6.313582192755338e-08,8.959737673606093e-14,6.206658237494168e-10,-5.138699508503666e-14,1144156,911090,932835,114,91,93,Plum
13154,49,51,6839.0,313.563489317894,3530398,2856059,0.16051305370106983,0.00030437089865532256,1.787971400004799e-05,8.656870366035309e-08,7.283288916457601e-14,6.903024143966665e-10,-7.934089854625823e-14,1122337,1017385,1052342,112,101,105,Plum
13155,49,49,7605.5,330.29141068458557,4923449,4923449,0.15925221735873601,3.283398564796581e-06,2.2448443255515372e-07,1.9210008225066323e-10,9.082343812178308e-19,-2.1339818456303343e-13,-8.754838295094731e-19,1056674,867876,882141,105,86,88,Plum
13156,50,48,7122.5,326.9777019023895,4040135,4755879,0.16016644591185925,0.00020777186085162695,1.544308758208472e-05,1.0984394286885645e-08,-1.4769948058612415e-16,-1.1885967244640017e-10,-4.521678377081536e-15,1073069,867882,892443,107,86,89,Plum
13157,50,49,7533.0,328.0487724542618,4804715,5183829,0.15937975418025752,3.302292044656859e-05,3.088100908054907e-06,1.6943201054569382e-09,-2.285059760807731e-17,1.9716625910441284e-12,-1.2040815968028543e-16,1045235,873973,889870,104,87,88,Plum
13158,49,48,7178.5,327.80612993240356,4297299,4654212,0.16026157112398964,0.00019608740001163344,2.702107020070826e-05,2.5879420163679096e-08,4.964069834430774e-15,-2.0174304868188925e-10,-2.106426631268215e-14,1076824,882842,908070,107,88,90,Plum
13159,51,49,7262.0,325.90663492679596,4813132,5566545,0.16094540949763017,8.575641592199351e-05,9.440344053818414e-05,4.473719178160093e-08,-5.2734705036076375e-14,3.4524768043290283e-10,-7.531083704761933e-14,1058949,910583,937252,105,91,93,Plum
13160,48,51,6916.0,317.42135322093964,3794922,2779845,0.1604453369036924,0.00022393711659023395,4.511225276820011e-05,5.008433700131594e-08,7.319406009716535e-14,7.371615362002013e-10,-1.7613746369713242e-14,1112970,932126,955455,111,93,95,Plum
13161,51,50,7319.5,329.948264837265,4882846,5263243,0.16054620140542106,6.393341691211029e-05,6.189887748041589e-05,4.3356774630343625e-08,-4.9505566945462844e-14,3.07290384232175e-10,-5.093242346651091e-14,1027679,887454,914325,102,88,91,Plum
13162,49,51,6920.0,315.421355009079,3521180,2841629,0.16043522050192782,0.00021915181413502673,4.3977068068479275e-05,6.72802242498838e-08,9.333969798144972e-14,8.763138618328162e-10,-6.84180573342889e-14,1117262,917032,937295,111,91,93,Plum
13163,51,49,7584.5,334.63455724716187,5069880,5854187,0.1601643359075256,4.273683186638067e-05,3.9649203930987365e-05,2.739567340034613e-08,-2.8512055326621956e-14,1.7760489148510115e-10,1.5143274795380134e-15,957506,823811,849168,95,82,84,Plum
13164,49,49,7465.5,330.29140996932983,4608870,4608870,0.1596226101152694,9.682007990769279e-06,1.3315414402829923e-05,3.5257684945923365e-08,-2.0935238622889193e-14,-5.1991574092061735e-11,-1.2054743242111553e-14,1050629,822161,833783,105,82,83,Plum
13165,49,51,6805.5,315.32084834575653,3766564,3087107,0.16022166661996695,0.00012325422307048092,4.583065966076412e-05,6.349354143360539e-08,6.481848200749099e-14,4.956375685955469e-10,-8.677457650758412e-14,1137952,921591,941354,113,92,94,Plum
13166,51,50,7647.5,335.4629842042923,5189015,5586587,0.15978237543421983,2.0900077385059237e-05,2.0788600105072353e-05,8.305828721362002e-09,-3.447161868581148e-15,3.6336627762480806e-11,1.696653534245933e-16,927569,801689,824379,92,80,82,Plum
13167,49,50,6679.0,315.56348872184753,3594888,3262162,0.16028178372762814,0.00012759447294007125,4.379510325575168e-05,7.405065828322452e-08,9.105948728843773e-14,6.296787446663507e-10,-9.742416826878784e-14,1160550,937738,957163,116,93,95,Plum
13168,48,50,7423.5,324.9777034521103,4647428,3922561,0.15937028003195158,4.231177414331955e-06,3.5501390246454724e-06,8.084362643079582e-09,-1.2908835607410539e-15,-1.483959273187245e-11,-4.576059123859695e-16,1077686,863799,876439,107,86,87,Plum
13169,49,48,6758.5,314.634557723999,3833636,4171511,0.16018023856495572,0.00026814758503824923,5.95222296351445e-06,1.3718776272517105e-08,-3.2927175785394746e-15,-1.7490290720516924e-10,2.1275085490335803e-15,1146514,937395,958996,114,93,95,Plum
13170,48,49,7691.0,333.2203438282013,4986868,4612114,0.15928193515101122,7.139928135500983e-08,1.533958245322205e-06,8.543809692343223e-10,-2.7449725723048833e-17,-4.07730589918493e-14,1.4254681833246173e-17,1039648,835390,848080,103,83,84,Plum
13171,50,48,7002.0,321.56348967552185,3955133,4661689,0.1600515682524765,0.00022244027169954726,8.138840118696535e-06,9.860861435228608e-09,-2.5406222832643706e-15,-1.469681815420556e-10,-1.1614885171148688e-15,1088685,876333,900005,108,87,90,Plum
13172,49,48,6758.5,316.1492757797241,3825148,4163063,0.1600196464238836,0.0001963627664583431,7.869911748735208e-06,9.877540371911021e-09,-2.559756378182785e-15,-1.2475046953580595e-10,1.0158549314044452e-15,1151374,934847,959635,115,93,95,Plum
13173,49,49,7494.5,330.6345559358597,4570286,4570286,0.15984898216832455,1.0829014883695146e-05,2.202095621365468e-05,8.374369067943485e-08,-1.1138450945298771e-13,-2.029429998336465e-10,-2.2940970933889786e-14,1032308,792678,805475,103,79,80,Plum
13174,49,49,6833.5,319.32084810733795,3658851,3658851,0.16002373796341265,0.00011450679672532592,2.195178327411368e-05,5.5004850914102624e-09,5.534581486712729e-18,-3.23875139355781e-11,-1.911325131492358e-15,1132653,907406,933037,113,90,93,Plum
13175,50,49,7129.0,316.73506140708923,4708549,5070122,0.1600941801015296,0.0002390500885518569,1.3861981735803777e-05,3.837967310828274e-08,2.5849188097053165e-14,5.640753926729495e-10,-1.0746259960824763e-14,1108098,959883,977153,110,95,97,Plum
13176,50,49,6961.5,327.32084822654724,3981363,4334121,0.16066917445177262,0.0002216835263283954,4.369300062706826e-05,2.274158049734339e-08,2.7278505550018943e-16,-2.8311660234539913e-10,-2.2667595623335708e-14,1124590,951459,982347,112,95,98,Plum
13177,50,49,7176.0,329.2203425168991,4100019,4460044,0.16035718518697217,0.00021466697273459802,2.9101005435471112e-05,2.860151208946891e-08,2.9469857886485166e-15,-2.6786216611491215e-10,-2.5926861934263372e-14,1083310,890621,918547,108,89,91,Plum
13178,50,50,7330.5,321.8061298131943,4769094,4769094,0.15973841418727663,0.00013694808004607596,9.503018853300657e-06,1.3935125155914745e-08,4.307796257252681e-15,1.4245881277119375e-10,-2.6755086115190627e-15,1072604,914905,931157,107,91,93,Plum
13179,50,49,7014.0,329.2203438282013,3954760,4307406,0.1604655923896971,0.00022090729066376753,3.3366016362818115e-05,3.633896784689208e-08,8.753240284457974e-15,-3.1159925253503686e-10,-3.904477291903428e-14,1119642,934887,963909,111,93,96,Plum
13180,52,49,7140.5,318.83556723594666,4530503,5648800,0.16071347424134663,0.00021011286703306807,6.477918960714646e-05,2.33645058938281e-08,1.2812188629433366e-14,2.457643531937111e-10,-2.573103390857381e-14,1103272,953704,975116,110,95,97,Plum
13181,49,51,7025.0,318.2497812509537,3632371,2942340,0.16042390282745367,0.0002353724570823056,3.978714025776218e-05,4.109291535637532e-08,5.19212323069719e-14,6.2804978290331e-10,8.06477256414041e-15,1087399,915422,943886,108,91,94,Plum
13182,52,49,7050.0,317.9066352844238,4429704,5530676,0.16065511243902808,0.0003084386756232322,4.1929940886461487e-05,9.539554307500536e-08,1.5274814819828554e-13,1.5206838158824196e-09,-1.1431797776534873e-13,1124252,974615,994212,112,97,99,Plum
13183,49,51,7153.0,319.078208565712,3825576,3121791,0.16016632918564064,0.00020845788468270752,2.5765866080509733e-05,2.4247756968717186e-08,1.8943718293812543e-14,3.4238059372043677e-10,-2.9100040625818372e-15,1061462,901083,934704,106,90,93,Plum
13184,48,49,6761.5,310.1492749452591,4286499,3958445,0.16064006839950346,0.000393508303734954,2.0611306753022854e-05,1.0963333837811301e-07,1.6107482179726642e-13,2.1441148315884707e-09,3.485874017545259e-14,1171875,948534,961205,117,94,96,Plum
13185,48,51,6813.0,312.73506212234497,3689579,2688475,0.16061563473869805,0.0004056821238818761,7.710231773381944e-06,5.116304953953165e-08,2.4915740897242757e-14,8.326968354372059e-10,-2.0293268463795667e-14,1150686,1034495,1070768,115,103,107,Plum
13186,51,49,7021.0,315.56348943710327,4443793,5163689,0.16030676691919638,0.00027820169813088123,2.262266743115947e-05,7.325837499544748e-08,8.453921384531239e-14,1.1514759668929484e-09,-4.1803119370973783e-14,1125855,977038,996999,112,97,99,Plum
13187,52,49,7036.5,316.4924216270447,4437024,5537788,0.16056726388777753,0.00030300410610021374,3.497688608872173e-05,8.13036769344156e-08,1.2388243080656093e-13,1.3703685488429229e-09,-5.874645391527013e-14,1121147,971232,991883,112,97,99,Plum
13188,48,49,7734.0,331.2203427553177,5126104,4748221,0.159246439089693,1.6651959873597373e-06,5.103509080695255e-07,2.3133175749918247e-10,1.859956443154114e-18,-7.263219063599207e-14,1.6907069249670178e-18,1031182,834523,846451,103,83,84,Plum
13189,48,50,6764.5,316.4924215078354,3798038,3137065,0.16011323495408106,7.382757234484864e-05,4.436740406716059e-05,7.1999252930136335e-09,-1.798634920556199e-15,-3.1802459170888174e-11,3.650265987782593e-15,1144996,915796,938423,114,91,93,Plum
13190,49,49,6878.5,320.4924213886261,4002619,4002619,0.1600089312820852,8.342499247177243e-05,2.953339210679615e-05,4.968497475659747e-09,1.1767875920077139e-15,-4.975656418233363e-12,-1.4958293556200532e-15,1121544,894990,917655,112,89,91,Plum
13191,50,49,7527.0,326.39191591739655,4659208,5035717,0.15940185873235346,3.346346186838503e-05,4.4203112156968095e-06,4.329373926443171e-09,5.778892850539269e-16,1.9661288201093394e-11,1.572936751497098e-16,972315,790265,804914,97,79,80,Plum
13192,49,48,7386.0,324.3919166326523,4771242,5137391,0.15952489990723345,7.87940719825162e-05,5.468399856628645e-06,8.058732259785238e-09,1.5814322780393145e-15,6.707573349471493e-11,6.008422620270543e-16,1023483,816667,831860,102,81,83,Plum
13193,49,48,7162.0,327.56348943710327,4360332,4718197,0.16019198352377875,0.0001888571803390011,2.0929374450753244e-05,1.9101235275663583e-08,5.7505086468866996e-15,-1.1027485544794212e-10,-1.0620410929571456e-14,1075529,872836,900344,107,87,90,Plum
13194,49,49,7420.5,327.11983835697174,4956332,4956332,0.1594523456995774,6.354222281134081e-05,3.7019147491598844e-06,3.1109699613674874e-09,1.7841880148274596e-16,1.4487437392750336e-11,-2.8217973672116737e-16,1069364,904109,918885,106,90,91,Plum
